"path","before","after","backup"
"C:\Users\Junior\.codex\plugins\cache\sm0ol\pstack-codex\0.1.0\skills\unslop\SKILL.md","080904EEDB28A3A1C066A6C4CC963A303AAFBF6270D3342ADE41F9714C55D43B","04288E17815D00128C36DBFC79BF0C3DAC8FB5F1F39B85D09A8A656D3075A0C7","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\080904EEDB28A3A1C066A6C4CC963A303AAFBF6270D3342ADE41F9714C55D43B.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\marketplace\SKILL.md","57DF1817F77785369753A2F8FBBFB21ED3859F7393A5D5E23376CD6ED47CF052","8D6280A606107810B5AC91A9405739825C35A0D42DA3F2138CF1BC0AE2E768A8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\57DF1817F77785369753A2F8FBBFB21ED3859F7393A5D5E23376CD6ED47CF052.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\marketplace\SKILL.md","F4B68B1CFDB617EC7A2AAD338FCFB72E21CB9BC98B0011A6E5E6525308D739F3","4D2EA5186322F8B7DA3A780D60FAB5D16E5A2D8688F2BD748F8D80773605122B","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F4B68B1CFDB617EC7A2AAD338FCFB72E21CB9BC98B0011A6E5E6525308D739F3.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\marketplace\SKILL.md","E36D17E4A8CFBFD4D95A67B8E7872FB3E75A1206B833A6EC5360D6830C4652E8","A7DBDF4F49E712D433966D408300212CE8491BCC13ED55BB0F88A1103560F7BD","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\E36D17E4A8CFBFD4D95A67B8E7872FB3E75A1206B833A6EC5360D6830C4652E8.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\knowledge-update\SKILL.md","88E7A902E08FB6140CC637BD76E0836A67CF489054E9B3377F1972A37FC21DA6","4D6465E050B23AC0F344C96902EEECE9D91B79AFB6723E9B1932A5124BEE712C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\88E7A902E08FB6140CC637BD76E0836A67CF489054E9B3377F1972A37FC21DA6.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\knowledge-update\SKILL.md","A7F6EDE9545DCB9BBF36209A6642B104B3182657AF893FB828E7F2C9D61468FD","845C8CE8D161ED4B80962C65F9EA3F9C16DE7D6FBFB2798747DB3583083503BD","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A7F6EDE9545DCB9BBF36209A6642B104B3182657AF893FB828E7F2C9D61468FD.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\deployments-cicd\SKILL.md","0EB60B7627053F47EEBE13685FB06C2ECEE1CC3ADA6FEE283B3775A2A3AE4E64","5DF2142998E7E97762421810831C69A920C8B732601CFD406D21FD3BF9FC78B1","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\0EB60B7627053F47EEBE13685FB06C2ECEE1CC3ADA6FEE283B3775A2A3AE4E64.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\deployments-cicd\SKILL.md","69EF3404BB8643A3070FC6BC0AEA165927F38286E5D22041AA82C909822D0AF6","DBAD3EA4D2E237EE5D46B83954C0CD8F5689958C8EA10081C99890F5B6555B6C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\69EF3404BB8643A3070FC6BC0AEA165927F38286E5D22041AA82C909822D0AF6.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\deployments-cicd\SKILL.md","A0D6C92265015D028F8F42F35C28FDE880E01CDD43D0109F9788C1B373A721BD","5CD09A9764BE103E51BFF8BA0FB0D3ADB70BBADC6438258A7FF6B72646C39C3E","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A0D6C92265015D028F8F42F35C28FDE880E01CDD43D0109F9788C1B373A721BD.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\vercel-queues\SKILL.md","8E12371A880CD754359A765A63B5D3D54243C11CC700CAE6513E8CC95822F54C","E1789CE703801E4113548CD573C5EEAD980E556472CE3E3B1982B52F4E2AB907","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\8E12371A880CD754359A765A63B5D3D54243C11CC700CAE6513E8CC95822F54C.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\vercel-queues\SKILL.md","CB2362DBBD83027FB50C5BF148D888F09503EC9345E54E648A7C1014FC958871","8195A7084E8279CFACA89B9643194F72FEAAAA413378342F2F985C2AC93D8DE7","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\CB2362DBBD83027FB50C5BF148D888F09503EC9345E54E648A7C1014FC958871.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\ai-generation-persistence\SKILL.md","275935C3E309762399764595E6BFA0F9408132F197E170BBE377A7194F4327BA","5E56501F5381AA8E0B076DAC49FA29B43CEC6570B764C9F5F23A7076B86B2C72","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\275935C3E309762399764595E6BFA0F9408132F197E170BBE377A7194F4327BA.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\ai-generation-persistence\SKILL.md","82FB7247D1357DD0AAC0CB4593D06A27DC9EAA8D982FF5557C187D63B4FBD373","942F69D28975A2AC38E7FF78109C3DEE79DAFA47A5F276E11FD75F721CEEBB6F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\82FB7247D1357DD0AAC0CB4593D06A27DC9EAA8D982FF5557C187D63B4FBD373.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\shadcn\SKILL.md","F624E06541DCF3C3C8CB3978FE924FA2FDED979048F360AE4919F27EDBB67FB2","9B1DFD1F4BA041C91CB726D6852198616D03475799927806024C154C77B6B20A","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F624E06541DCF3C3C8CB3978FE924FA2FDED979048F360AE4919F27EDBB67FB2.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\shadcn\SKILL.md","3ACFC1F7F1F0CC19380D641A894DB8B54552F0BD47C97A786E85AE74F748E6E0","CB7D9E7D0CBB20A94AF29A1ABE28AB2E31A943E45ED6A8489163F680ADBF8F87","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\3ACFC1F7F1F0CC19380D641A894DB8B54552F0BD47C97A786E85AE74F748E6E0.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\shadcn\SKILL.md","4A24ABF22A6D10A6E4A0917B0CFB73E45DFA15CD5EEC502EC19C661863D8C5F1","DB856732E14A130E5B79B177EAD05E75018915C436EFE29955D4A5A266C1678F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\4A24ABF22A6D10A6E4A0917B0CFB73E45DFA15CD5EEC502EC19C661863D8C5F1.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-bundled\sites\0.1.57\skills\sites-building\SKILL.md","F036A18BE47D3012CA8993C82EED2350CB8920FFACD4576C99849846952EA880","7789BF6E13060DC70A4203B95F2ABBBAF8C4D847BF622D55338A3F8C6F8F567C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F036A18BE47D3012CA8993C82EED2350CB8920FFACD4576C99849846952EA880.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-bundled\sites\0.1.57\skills\sites-hosting\SKILL.md","3DFB59FA4F08DC5E5CACA99C5E2BF7182851990B3F6197996EEF87B7A55CBFD7","D0364961FB3F4F9B8083CCAB3FAAD77395DCE3551DAB9470ED03BA923903D679","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\3DFB59FA4F08DC5E5CACA99C5E2BF7182851990B3F6197996EEF87B7A55CBFD7.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-bundled\visualize\1.0.29\skills\visualize\SKILL.md","25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008","B0486C779A6A7630A30955B22BCBC2D6CC788D7E89F642418ACBECD300ED81E9","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008.txt"
"C:\Users\Junior\.codex\skills\diagnosing-bugs\SKILL.md","BCA66B7141DA7D225B7DFD1ABF6F2BEE657B8044D3897604055E760749C71724","C3198CC172B98AE9FB35FD996377598B3A6B31A5F57B89746A2DF08A7D2DA690","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\BCA66B7141DA7D225B7DFD1ABF6F2BEE657B8044D3897604055E760749C71724.txt"
"C:\Users\Junior\Documents\0 - Dev\araute\.agents\skills\diagnosing-bugs\SKILL.md","7FF486208DFCAD5EC4D27ED0C091EEE4183F3812581F55638E9DDF6FCF7ABA1A","DEC79EE9E545F88356E63D070FB2869828C4FFD37DEB80E6E3122102C08CE562","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\7FF486208DFCAD5EC4D27ED0C091EEE4183F3812581F55638E9DDF6FCF7ABA1A.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\diagnosing-bugs\SKILL.md","3DFE5EC16B89A01DBC1BF606A1A1CFC32349E225F3BB75A3FB86117974A83CB8","FD84F7AFF81AC7832827A2524C8C128021B7354C8A4B4B3892D8D222A6BF0A98","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\3DFE5EC16B89A01DBC1BF606A1A1CFC32349E225F3BB75A3FB86117974A83CB8.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\diagnosing-bugs\SKILL.md","BCA66B7141DA7D225B7DFD1ABF6F2BEE657B8044D3897604055E760749C71724","C3198CC172B98AE9FB35FD996377598B3A6B31A5F57B89746A2DF08A7D2DA690","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\BCA66B7141DA7D225B7DFD1ABF6F2BEE657B8044D3897604055E760749C71724.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\AGENTS.md","B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27","387A6DAB4BEF575A9D61663B8CE4F509C98E6761429019C4E00CF3417DFCD128","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\improve-ui\SKILL.md","426E0C61B61F9AA6D831EBACE493D81217B19BD1A24A9D2F9025F21390C6E88A","56B5FAE8A215744E4931DE3D0D0DBC4A94252AC67D99AF730F59478DB04F1AAF","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\426E0C61B61F9AA6D831EBACE493D81217B19BD1A24A9D2F9025F21390C6E88A.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\improve-ui\SKILL.md","426E0C61B61F9AA6D831EBACE493D81217B19BD1A24A9D2F9025F21390C6E88A","56B5FAE8A215744E4931DE3D0D0DBC4A94252AC67D99AF730F59478DB04F1AAF","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\426E0C61B61F9AA6D831EBACE493D81217B19BD1A24A9D2F9025F21390C6E88A.txt"
"C:\Users\Junior\Documents\0 - Dev\araute\.agents\skills\impeccable\SKILL.md","89B6AA1FC9A3ADC3853BCF4274CEE05880E459C16FF965AD819B6A320D81A7C1","0D5DAB703DAFB4F05E73F45D2C029B8CC12A74C500E7044E07C7E71006C9D334","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\89B6AA1FC9A3ADC3853BCF4274CEE05880E459C16FF965AD819B6A320D81A7C1.txt"
"C:\Users\Junior\Documents\0 - Dev\araute\.agents\skills\better-ui\SKILL.md","01AA5D64C94BDB847D4153D2A90D25EB1A284F9EBD294D2F511E0579F8EA41C3","E6394643E0EE8F108EBA702AFBF3934AE4582B8F57194C0CEC60E73C4C35E740","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\01AA5D64C94BDB847D4153D2A90D25EB1A284F9EBD294D2F511E0579F8EA41C3.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\better-ui\SKILL.md","18A6E9B576B4A4ECF9DAD880EE1DC4A318489CB4033F2EC8C1134FFCC76BCBCD","7627F92117AA94431004B2F5733DB5CE2D384FCC98A3F45733C4BF073010C99F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\18A6E9B576B4A4ECF9DAD880EE1DC4A318489CB4033F2EC8C1134FFCC76BCBCD.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\better-ui\SKILL.md","18A6E9B576B4A4ECF9DAD880EE1DC4A318489CB4033F2EC8C1134FFCC76BCBCD","7627F92117AA94431004B2F5733DB5CE2D384FCC98A3F45733C4BF073010C99F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\18A6E9B576B4A4ECF9DAD880EE1DC4A318489CB4033F2EC8C1134FFCC76BCBCD.txt"
"C:\Users\Junior\Documents\0 - Dev\araute\.agents\skills\emil-design-eng\SKILL.md","DEFFFFF8BEA4583897B001B9173CCD6FB6F8341FFFC63A1891A38372137A1848","41B096B0C6C1920D4EC2D062768DF6BF226B74A62275D1A5C36C51A1B042ECF1","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\DEFFFFF8BEA4583897B001B9173CCD6FB6F8341FFFC63A1891A38372137A1848.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\emil-design-eng\SKILL.md","AA528A78AB11F91D7DB49D091B573440B98B819EA75587E3F8ED8E79AB45091E","BFE4E4001AA2D4AF141AE94102BC586077DF4D493DEB1A76305C4C798A93AF45","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\AA528A78AB11F91D7DB49D091B573440B98B819EA75587E3F8ED8E79AB45091E.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\emil-design-eng\SKILL.md","AA528A78AB11F91D7DB49D091B573440B98B819EA75587E3F8ED8E79AB45091E","BFE4E4001AA2D4AF141AE94102BC586077DF4D493DEB1A76305C4C798A93AF45","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\AA528A78AB11F91D7DB49D091B573440B98B819EA75587E3F8ED8E79AB45091E.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\superpowers\11c74d6b\skills\executing-plans\SKILL.md","F24E0FDBCDB973B34F81AB481D10BE0E494B5809D9E11F00FCF646A3E268C7A2","44B5230016B8A7BDB5D8D769C7403F3134C5A99D69ECCC62AFB37EF63B0737C5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F24E0FDBCDB973B34F81AB481D10BE0E494B5809D9E11F00FCF646A3E268C7A2.txt"
"C:\Users\Junior\.codex\superpowers\skills\executing-plans\SKILL.md","A711F83FB762E2EA0FA151F598893DA9911A408895C91CC7A7E0770DD59A27B3","44B5230016B8A7BDB5D8D769C7403F3134C5A99D69ECCC62AFB37EF63B0737C5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A711F83FB762E2EA0FA151F598893DA9911A408895C91CC7A7E0770DD59A27B3.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\executing-plans\SKILL.md","C4C3D8B628C51114CD165FB8246FE02744CD8BE180032328391252E653028D9B","44B5230016B8A7BDB5D8D769C7403F3134C5A99D69ECCC62AFB37EF63B0737C5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\C4C3D8B628C51114CD165FB8246FE02744CD8BE180032328391252E653028D9B.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\superpowers\11c74d6b\skills\using-git-worktrees\SKILL.md","498BA68274DA48E3B96473BE8CBDDCDC35399E0969D6933D6E7B8FE2D8E89C07","F83643DC7E595977AB7C247A4643980F5523E4534704A0E8574839CBD744C7B9","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\498BA68274DA48E3B96473BE8CBDDCDC35399E0969D6933D6E7B8FE2D8E89C07.txt"
"C:\Users\Junior\.codex\superpowers\skills\using-git-worktrees\SKILL.md","DE9DCDE34840EEE074047EC327D4EA6CA4954C5A73A6D874DC48F25FE46C9E7C","5DA280874CC9AF26D163FF333C9C68D429C015760D887F257DBC08669A5B0E09","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\DE9DCDE34840EEE074047EC327D4EA6CA4954C5A73A6D874DC48F25FE46C9E7C.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\using-git-worktrees\SKILL.md","8CFB86F121269E8F7F12361E6795C4F6738828340E28964C9229D365666C9EDD","F916405DEA9F02A7E6FADB2435B0A20B95FB05523E49CD51A6E8C5D78A52E115","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\8CFB86F121269E8F7F12361E6795C4F6738828340E28964C9229D365666C9EDD.txt"
"C:\Users\Junior\Documents\0 - Dev\araute\.agents\skills\improve-animations\SKILL.md","F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B","9B8D46CA6E5E3AD6C1276A023E89CA0C17F10E6422406FFC5EEBECF29F84B9E5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\improve-animations\SKILL.md","F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B","9B8D46CA6E5E3AD6C1276A023E89CA0C17F10E6422406FFC5EEBECF29F84B9E5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\improve-animations\SKILL.md","F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B","9B8D46CA6E5E3AD6C1276A023E89CA0C17F10E6422406FFC5EEBECF29F84B9E5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F7BCD002F28BE07C3C4D53A57AF59950CFF80645A9B4B94F59FA1F4810B66D5B.txt"
"C:\Users\Junior\.agents\skills\orchestration\SKILL.md","A7E3350F037698EBBCE36B2818D8383EC6E96C2A4825537CAAB39A83B4FB4B7F","94FE9352C34CDD67BC99935E8718A126BC43E0D65A9114B3BF37B7E91B899ED8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A7E3350F037698EBBCE36B2818D8383EC6E96C2A4825537CAAB39A83B4FB4B7F.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-bundled\visualize\1.0.29\skills\visualize\SKILL.md","25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008","B0486C779A6A7630A30955B22BCBC2D6CC788D7E89F642418ACBECD300ED81E9","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\superpowers\11c74d6b\skills\subagent-driven-development\SKILL.md","6BD8B947BAD82CD59BD440B64A6F2A2E92E7C89282CF26187E6EA3BA44F1B199","DD0CB7E8763EEA74817FBBFD87890BA4B527B2945EB6C3951FDE8F17A30F73B7","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\6BD8B947BAD82CD59BD440B64A6F2A2E92E7C89282CF26187E6EA3BA44F1B199.txt"
"C:\Users\Junior\.codex\superpowers\skills\subagent-driven-development\SKILL.md","081AD3869E55C80BF8F890B4768A90C0E8057DAF94B1B6FADEBFC85EA5B8304A","DD0CB7E8763EEA74817FBBFD87890BA4B527B2945EB6C3951FDE8F17A30F73B7","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\081AD3869E55C80BF8F890B4768A90C0E8057DAF94B1B6FADEBFC85EA5B8304A.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\investigation-mode\SKILL.md","6AAA70AB8CEE75D78ED232D3CBF5304B87145E10251E9CC6FAA9A912217559C4","F280C3724EC196A5120D3DD639EB7258EE78C3C84866C0F5DEDA60632A87D616","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\6AAA70AB8CEE75D78ED232D3CBF5304B87145E10251E9CC6FAA9A912217559C4.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\verification\SKILL.md","488AACDFAA1C06542D941DDB5884ABBA0DB54282A1295EBBC7BF421FD8D4F00D","65334595364F629230C71EB753D145D88B3BB0C401AEC7A51E4328414539C6F5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\488AACDFAA1C06542D941DDB5884ABBA0DB54282A1295EBBC7BF421FD8D4F00D.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\investigation-mode\SKILL.md","A9781F0B3F7ECA448EC2D958626FF72D7CA3FCB90685EB321B2444D85E8B14AC","4B8B0E85C263D0AD89CA4D62826683BC3FBA5B6352971959E729842E48DE64D8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A9781F0B3F7ECA448EC2D958626FF72D7CA3FCB90685EB321B2444D85E8B14AC.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\verification\SKILL.md","1461F3C3431D98CF4C5378075B6A3EBF5A258B5E9D42CB775A274579D6CDBFA8","E1744ECF56E7F291F3350FE042F8CED2FC1457AA07F380D2BE52B41AEAF4FAC8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1461F3C3431D98CF4C5378075B6A3EBF5A258B5E9D42CB775A274579D6CDBFA8.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\verification\SKILL.md","E2B15EEF9B554771F9A2D0354F8E946A471A3C0E16B60764BA669117EF573E3E","FF8E55EE00051D9F7C4B78DC5E30B74031F3A121AFD9AB4049A8BDA061B5478C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\E2B15EEF9B554771F9A2D0354F8E946A471A3C0E16B60764BA669117EF573E3E.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\agent-browser-verify\SKILL.md","D0AFCA198E5ABA5A0C88F24F6B5440EA669AA22337E1300841469FF4366BF059","255F153558925D14B1644C5F35D97B76A3EAFBED7AD91B9C940B8DA19B72E97D","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\D0AFCA198E5ABA5A0C88F24F6B5440EA669AA22337E1300841469FF4366BF059.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\agent-browser-verify\SKILL.md","C4503DA46F2183BFB7CBE70506F099655D7F8546CEFA4D46F2E1D49470765F1A","5CDB2113F4B2F6FBC21600C50A54C080A5CF7456BE0439E4F868D502E14CAD02","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\C4503DA46F2183BFB7CBE70506F099655D7F8546CEFA4D46F2E1D49470765F1A.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\auth\SKILL.md","2ACFAF53DDF98F8A207A2724D7E84ACE85B9B16C043016B742730D7A4DA098CE","2F0A52985B32CA1F8C051BA53EF3625C2DB6B5922A89CBF342A0AB231AF74D76","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\2ACFAF53DDF98F8A207A2724D7E84ACE85B9B16C043016B742730D7A4DA098CE.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\payments\SKILL.md","6A4D17F482FDC77F1C292BD5D197465439DEE58243626B953D362C7EFE2C5D41","B5546073B5B6C4832FBE9BC3F1CE98CDD228CA53CF97FF45C6DBA266EDF46DFC","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\6A4D17F482FDC77F1C292BD5D197465439DEE58243626B953D362C7EFE2C5D41.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\auth\SKILL.md","A5C03DF8A3838BDE49F4CCE63A2CE1858FB73EECA8DC9F9625954E4F46812BA3","91FFDF7C1276A769F7044D66DECB0DF3468C0A553FA0A99189859CDF7F62AD7D","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\A5C03DF8A3838BDE49F4CCE63A2CE1858FB73EECA8DC9F9625954E4F46812BA3.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\payments\SKILL.md","461F0CBC75B1ABBA52DACBD9121773F949BA9EB07D5303FB076D44D6A2735E4B","6BBD8A8F6D84FFF006DCD491A293EE287A19E85C0FACE41D67536AFDCB384933","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\461F0CBC75B1ABBA52DACBD9121773F949BA9EB07D5303FB076D44D6A2735E4B.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\auth\SKILL.md","6B8A032E102D36070C96F6E3694569532BBE3CB604A620DCBFE054FC7D652AEB","4DA201C989FD542DE12618B07E3B784C636D37C801F636618D2CFA960F60FBE5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\6B8A032E102D36070C96F6E3694569532BBE3CB604A620DCBFE054FC7D652AEB.txt"
"C:\Users\Junior\.codex\.tmp\plugins\plugins\build-web-apps\skills\react-best-practices\AGENTS.md","924B5C33D0F671769467AC8B10ED98C9708D6DB3E5465CC3DEC368454FF059D0","9BE040CB069DF26F7F788152AEF8DA753B69D15836F2C0D1FC870F8A68AA3A20","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\924B5C33D0F671769467AC8B10ED98C9708D6DB3E5465CC3DEC368454FF059D0.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\react-best-practices\AGENTS.md","6327EFCCE0C631580CEE5BF2DCAC8F884A81172A0261FA3C8CA458A72F603165","40464BEA9EBA07B971BD4374214881DED3F54235129F531C65FFCADD35F3C022","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\6327EFCCE0C631580CEE5BF2DCAC8F884A81172A0261FA3C8CA458A72F603165.txt"
"C:\Users\Junior\.codex\skills\vercel-react-best-practices\AGENTS.md","EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB","729C2125356629E19F03175D7F01441EA484E5EF7C4115CE01D4CF151A07AB4F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB.txt"
"C:\Users\Junior\.copilot\skills\vercel-react-best-practices\AGENTS.md","EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB","729C2125356629E19F03175D7F01441EA484E5EF7C4115CE01D4CF151A07AB4F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB.txt"
"C:\Users\Junior\.gemini\antigravity-backup\skills\vercel-react-best-practices\AGENTS.md","EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB","729C2125356629E19F03175D7F01441EA484E5EF7C4115CE01D4CF151A07AB4F","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EEBA523AD0ED5166AE5B78080E0334EA4F90CBEF4F3D926542EAEC0A3029B7FB.txt"
